paper,capacitance
1.500000000000000000e+01,1.459493500000000000e+07
1.500000000000000000e+01,1.460458200000000000e+07
1.500000000000000000e+01,1.458778200000000000e+07
1.500000000000000000e+01,1.459370400000000000e+07
1.500000000000000000e+01,1.459371200000000000e+07
1.500000000000000000e+01,1.459424100000000000e+07
1.500000000000000000e+01,1.459617300000000000e+07
1.500000000000000000e+01,1.459523100000000000e+07
1.500000000000000000e+01,1.459919700000000000e+07
1.500000000000000000e+01,1.459382900000000000e+07
1.500000000000000000e+01,1.459540800000000000e+07
1.600000000000000000e+01,1.400296800000000000e+07
1.600000000000000000e+01,1.400875300000000000e+07
1.600000000000000000e+01,1.401295000000000000e+07
1.600000000000000000e+01,1.399511900000000000e+07
1.600000000000000000e+01,1.401276600000000000e+07
1.600000000000000000e+01,1.400820400000000000e+07
1.600000000000000000e+01,1.400294100000000000e+07
1.600000000000000000e+01,1.400617300000000000e+07
1.600000000000000000e+01,1.400425400000000000e+07
1.600000000000000000e+01,1.400472200000000000e+07
1.600000000000000000e+01,1.400330000000000000e+07
1.600000000000000000e+01,1.401278500000000000e+07
1.600000000000000000e+01,1.401975900000000000e+07
1.600000000000000000e+01,1.399306400000000000e+07
1.600000000000000000e+01,1.400255900000000000e+07
1.600000000000000000e+01,1.400132900000000000e+07
1.600000000000000000e+01,1.398757300000000000e+07
1.600000000000000000e+01,1.401203900000000000e+07
1.600000000000000000e+01,1.401370400000000000e+07
1.600000000000000000e+01,1.401370700000000000e+07
1.600000000000000000e+01,1.401087500000000000e+07
1.600000000000000000e+01,1.400302100000000000e+07
1.600000000000000000e+01,1.400997200000000000e+07
1.600000000000000000e+01,1.400753100000000000e+07
1.600000000000000000e+01,1.401138600000000000e+07
1.600000000000000000e+01,1.401759000000000000e+07
1.600000000000000000e+01,1.399596500000000000e+07
1.600000000000000000e+01,1.401117000000000000e+07
1.600000000000000000e+01,1.400505200000000000e+07
1.600000000000000000e+01,1.401991200000000000e+07
1.600000000000000000e+01,1.400763600000000000e+07
1.600000000000000000e+01,1.400362800000000000e+07
1.600000000000000000e+01,1.401989100000000000e+07
1.600000000000000000e+01,1.402319200000000000e+07
1.600000000000000000e+01,1.401550100000000000e+07
1.600000000000000000e+01,1.401373300000000000e+07
1.600000000000000000e+01,1.399954500000000000e+07
1.600000000000000000e+01,1.400742700000000000e+07
1.600000000000000000e+01,1.401433500000000000e+07
1.600000000000000000e+01,1.401082800000000000e+07
1.600000000000000000e+01,1.400468500000000000e+07
1.600000000000000000e+01,1.401020100000000000e+07
1.600000000000000000e+01,1.401715200000000000e+07
1.600000000000000000e+01,1.401978400000000000e+07
1.600000000000000000e+01,1.400977400000000000e+07
1.600000000000000000e+01,1.401383600000000000e+07
1.600000000000000000e+01,1.400923000000000000e+07
1.600000000000000000e+01,1.403103000000000000e+07
1.600000000000000000e+01,1.401157200000000000e+07
1.600000000000000000e+01,1.402550100000000000e+07
1.600000000000000000e+01,1.401156800000000000e+07
1.600000000000000000e+01,1.401499300000000000e+07
1.600000000000000000e+01,1.401789700000000000e+07
1.600000000000000000e+01,1.401687700000000000e+07
1.600000000000000000e+01,1.402734600000000000e+07
1.600000000000000000e+01,1.401266800000000000e+07
1.600000000000000000e+01,1.401511500000000000e+07
1.600000000000000000e+01,1.399786700000000000e+07
1.600000000000000000e+01,1.401335400000000000e+07
1.600000000000000000e+01,1.401702100000000000e+07
1.600000000000000000e+01,1.401705600000000000e+07
1.600000000000000000e+01,1.402359300000000000e+07
1.600000000000000000e+01,1.401065800000000000e+07
1.600000000000000000e+01,1.402132300000000000e+07
1.600000000000000000e+01,1.402824300000000000e+07
1.600000000000000000e+01,1.402100800000000000e+07
1.600000000000000000e+01,1.402285600000000000e+07
1.600000000000000000e+01,1.400770500000000000e+07
1.600000000000000000e+01,1.401530800000000000e+07
1.600000000000000000e+01,1.401924800000000000e+07
1.600000000000000000e+01,1.401803200000000000e+07
1.600000000000000000e+01,1.401680500000000000e+07
1.600000000000000000e+01,1.401953000000000000e+07
1.600000000000000000e+01,1.400960500000000000e+07
1.600000000000000000e+01,1.401735800000000000e+07
1.600000000000000000e+01,1.401423700000000000e+07
1.600000000000000000e+01,1.402256200000000000e+07
1.600000000000000000e+01,1.402098000000000000e+07
1.600000000000000000e+01,1.401881400000000000e+07
1.600000000000000000e+01,1.401976300000000000e+07
1.600000000000000000e+01,1.401086800000000000e+07
1.600000000000000000e+01,1.401238700000000000e+07
1.600000000000000000e+01,1.402255900000000000e+07
1.600000000000000000e+01,1.400944200000000000e+07
1.600000000000000000e+01,1.402587500000000000e+07
1.600000000000000000e+01,1.400819600000000000e+07
1.600000000000000000e+01,1.403336700000000000e+07
1.600000000000000000e+01,1.402060100000000000e+07
1.600000000000000000e+01,1.401513600000000000e+07
1.600000000000000000e+01,1.401076400000000000e+07
1.600000000000000000e+01,1.402212900000000000e+07
1.600000000000000000e+01,1.402355500000000000e+07
1.600000000000000000e+01,1.402766300000000000e+07
1.600000000000000000e+01,1.402204600000000000e+07
1.600000000000000000e+01,1.401485000000000000e+07
1.600000000000000000e+01,1.402272700000000000e+07
1.600000000000000000e+01,1.401705300000000000e+07
1.600000000000000000e+01,1.403086900000000000e+07
1.600000000000000000e+01,1.401670700000000000e+07
1.600000000000000000e+01,1.402164300000000000e+07
1.700000000000000000e+01,1.402641900000000000e+07
1.700000000000000000e+01,1.404118000000000000e+07
1.700000000000000000e+01,1.403443800000000000e+07
1.700000000000000000e+01,1.403408800000000000e+07
1.700000000000000000e+01,1.403513000000000000e+07
1.700000000000000000e+01,1.402636500000000000e+07
1.700000000000000000e+01,1.404343500000000000e+07
1.700000000000000000e+01,1.403024100000000000e+07
1.700000000000000000e+01,1.402369700000000000e+07
1.700000000000000000e+01,1.404006200000000000e+07
1.700000000000000000e+01,1.403166700000000000e+07
1.700000000000000000e+01,1.404688100000000000e+07
1.700000000000000000e+01,1.403355900000000000e+07
1.700000000000000000e+01,1.402821000000000000e+07
1.700000000000000000e+01,1.403832000000000000e+07
1.700000000000000000e+01,1.404075700000000000e+07
1.700000000000000000e+01,1.404970900000000000e+07
1.700000000000000000e+01,1.403458800000000000e+07
1.700000000000000000e+01,1.404176000000000000e+07
1.700000000000000000e+01,1.403621900000000000e+07
1.700000000000000000e+01,1.403186600000000000e+07
1.700000000000000000e+01,1.403584900000000000e+07
1.700000000000000000e+01,1.403720000000000000e+07
1.700000000000000000e+01,1.403134000000000000e+07
1.700000000000000000e+01,1.403223600000000000e+07
1.700000000000000000e+01,1.403386300000000000e+07
1.700000000000000000e+01,1.404265100000000000e+07
1.700000000000000000e+01,1.404572400000000000e+07
1.700000000000000000e+01,1.404733300000000000e+07
1.700000000000000000e+01,1.404115600000000000e+07
1.700000000000000000e+01,1.404167400000000000e+07
1.700000000000000000e+01,1.403535100000000000e+07
1.700000000000000000e+01,1.402314700000000000e+07
1.700000000000000000e+01,1.404014600000000000e+07
1.700000000000000000e+01,1.402711700000000000e+07
1.700000000000000000e+01,1.404077600000000000e+07
1.700000000000000000e+01,1.403156500000000000e+07
1.700000000000000000e+01,1.405385300000000000e+07
1.700000000000000000e+01,1.403121900000000000e+07
1.700000000000000000e+01,1.404530100000000000e+07
1.700000000000000000e+01,1.403356800000000000e+07
1.700000000000000000e+01,1.402672200000000000e+07
1.700000000000000000e+01,1.403763500000000000e+07
1.700000000000000000e+01,1.404091600000000000e+07
1.700000000000000000e+01,1.403547300000000000e+07
1.700000000000000000e+01,1.402984400000000000e+07
1.700000000000000000e+01,1.402981000000000000e+07
1.700000000000000000e+01,1.403711200000000000e+07
1.700000000000000000e+01,1.405341800000000000e+07
1.700000000000000000e+01,1.403800800000000000e+07
1.700000000000000000e+01,1.403896100000000000e+07
1.700000000000000000e+01,1.403612700000000000e+07
1.700000000000000000e+01,1.403480600000000000e+07
1.700000000000000000e+01,1.403079500000000000e+07
1.700000000000000000e+01,1.403651000000000000e+07
1.700000000000000000e+01,1.404422000000000000e+07
1.700000000000000000e+01,1.403265200000000000e+07
1.700000000000000000e+01,1.403490300000000000e+07
1.700000000000000000e+01,1.404928700000000000e+07
1.700000000000000000e+01,1.402650900000000000e+07
1.700000000000000000e+01,1.402513000000000000e+07
1.700000000000000000e+01,1.403549100000000000e+07
1.700000000000000000e+01,1.403403800000000000e+07
1.700000000000000000e+01,1.402910300000000000e+07
1.700000000000000000e+01,1.403880300000000000e+07
1.700000000000000000e+01,1.403602800000000000e+07
1.700000000000000000e+01,1.403540600000000000e+07
1.700000000000000000e+01,1.404325100000000000e+07
1.700000000000000000e+01,1.402801700000000000e+07
1.700000000000000000e+01,1.403908800000000000e+07
1.700000000000000000e+01,1.405689600000000000e+07
1.700000000000000000e+01,1.403629500000000000e+07
1.700000000000000000e+01,1.403059200000000000e+07
1.700000000000000000e+01,1.403657500000000000e+07
1.700000000000000000e+01,1.402682500000000000e+07
1.700000000000000000e+01,1.404872600000000000e+07
1.700000000000000000e+01,1.403384700000000000e+07
1.700000000000000000e+01,1.404433700000000000e+07
1.700000000000000000e+01,1.404165800000000000e+07
1.700000000000000000e+01,1.403835300000000000e+07
1.700000000000000000e+01,1.403638700000000000e+07
1.700000000000000000e+01,1.402167300000000000e+07
1.700000000000000000e+01,1.403514200000000000e+07
1.700000000000000000e+01,1.404629500000000000e+07
1.700000000000000000e+01,1.404087000000000000e+07
1.700000000000000000e+01,1.404286100000000000e+07
1.700000000000000000e+01,1.403272300000000000e+07
1.700000000000000000e+01,1.403851400000000000e+07
1.700000000000000000e+01,1.404244600000000000e+07
1.700000000000000000e+01,1.403321100000000000e+07
1.700000000000000000e+01,1.403634200000000000e+07
1.700000000000000000e+01,1.405348300000000000e+07
1.700000000000000000e+01,1.403321000000000000e+07
1.700000000000000000e+01,1.403577300000000000e+07
1.700000000000000000e+01,1.403328900000000000e+07
1.700000000000000000e+01,1.403579300000000000e+07
1.700000000000000000e+01,1.403075100000000000e+07
1.700000000000000000e+01,1.403608700000000000e+07
1.700000000000000000e+01,1.403443200000000000e+07
1.700000000000000000e+01,1.403670300000000000e+07
1.700000000000000000e+01,1.403612200000000000e+07
1.700000000000000000e+01,1.404594700000000000e+07
1.700000000000000000e+01,1.404011000000000000e+07
1.700000000000000000e+01,1.404719600000000000e+07
1.700000000000000000e+01,1.403231900000000000e+07
1.700000000000000000e+01,1.405070800000000000e+07
1.700000000000000000e+01,1.403605100000000000e+07
1.700000000000000000e+01,1.403714700000000000e+07
1.700000000000000000e+01,1.403639900000000000e+07
1.700000000000000000e+01,1.404160800000000000e+07
1.700000000000000000e+01,1.402780000000000000e+07
1.700000000000000000e+01,1.404046500000000000e+07
1.700000000000000000e+01,1.404675900000000000e+07
1.700000000000000000e+01,1.403633500000000000e+07
1.700000000000000000e+01,1.402869000000000000e+07
1.700000000000000000e+01,1.403053500000000000e+07
1.700000000000000000e+01,1.403776400000000000e+07
1.700000000000000000e+01,1.403961300000000000e+07
1.700000000000000000e+01,1.404178100000000000e+07
1.700000000000000000e+01,1.404257700000000000e+07
1.700000000000000000e+01,1.405646400000000000e+07
1.700000000000000000e+01,1.404124000000000000e+07
1.800000000000000000e+01,1.357617500000000000e+07
1.800000000000000000e+01,1.357442100000000000e+07
1.800000000000000000e+01,1.358285700000000000e+07
1.800000000000000000e+01,1.357001700000000000e+07
1.800000000000000000e+01,1.357759800000000000e+07
1.800000000000000000e+01,1.359058100000000000e+07
1.800000000000000000e+01,1.358331200000000000e+07
1.800000000000000000e+01,1.357844500000000000e+07
1.800000000000000000e+01,1.359508400000000000e+07
1.800000000000000000e+01,1.357806900000000000e+07
1.800000000000000000e+01,1.358176800000000000e+07
1.800000000000000000e+01,1.357439100000000000e+07
1.800000000000000000e+01,1.358146100000000000e+07
1.800000000000000000e+01,1.357720700000000000e+07
1.800000000000000000e+01,1.357872200000000000e+07
1.800000000000000000e+01,1.357401100000000000e+07
1.800000000000000000e+01,1.359407700000000000e+07
1.800000000000000000e+01,1.357296600000000000e+07
1.800000000000000000e+01,1.357541200000000000e+07
1.800000000000000000e+01,1.357981700000000000e+07
1.800000000000000000e+01,1.358833800000000000e+07
1.800000000000000000e+01,1.359564700000000000e+07
1.800000000000000000e+01,1.358201200000000000e+07
1.800000000000000000e+01,1.357158100000000000e+07
1.800000000000000000e+01,1.358056900000000000e+07
1.800000000000000000e+01,1.357452700000000000e+07
1.800000000000000000e+01,1.358028200000000000e+07
1.800000000000000000e+01,1.358382000000000000e+07
1.800000000000000000e+01,1.357571600000000000e+07
1.800000000000000000e+01,1.358640900000000000e+07
1.800000000000000000e+01,1.358508900000000000e+07
1.800000000000000000e+01,1.358461100000000000e+07
1.800000000000000000e+01,1.358043000000000000e+07
1.800000000000000000e+01,1.357926200000000000e+07
1.800000000000000000e+01,1.357915800000000000e+07
1.800000000000000000e+01,1.360167800000000000e+07
1.800000000000000000e+01,1.359427400000000000e+07
1.800000000000000000e+01,1.359500300000000000e+07
1.800000000000000000e+01,1.357458500000000000e+07
1.800000000000000000e+01,1.358201600000000000e+07
1.800000000000000000e+01,1.358781700000000000e+07
1.800000000000000000e+01,1.359337700000000000e+07
1.800000000000000000e+01,1.359813300000000000e+07
1.800000000000000000e+01,1.359097200000000000e+07
1.800000000000000000e+01,1.358700800000000000e+07
1.800000000000000000e+01,1.358882600000000000e+07
1.800000000000000000e+01,1.359999100000000000e+07
1.800000000000000000e+01,1.358887400000000000e+07
1.800000000000000000e+01,1.358875900000000000e+07
1.800000000000000000e+01,1.359289100000000000e+07
1.800000000000000000e+01,1.360335400000000000e+07
1.800000000000000000e+01,1.360290200000000000e+07
1.800000000000000000e+01,1.359898000000000000e+07
1.800000000000000000e+01,1.358048400000000000e+07
1.800000000000000000e+01,1.359448000000000000e+07
1.800000000000000000e+01,1.358287100000000000e+07
1.800000000000000000e+01,1.359070200000000000e+07
1.800000000000000000e+01,1.359500900000000000e+07
1.800000000000000000e+01,1.358243800000000000e+07
1.800000000000000000e+01,1.359735600000000000e+07
1.800000000000000000e+01,1.359256100000000000e+07
1.800000000000000000e+01,1.360524000000000000e+07
1.800000000000000000e+01,1.359713700000000000e+07
1.800000000000000000e+01,1.359173200000000000e+07
1.800000000000000000e+01,1.358652100000000000e+07
1.800000000000000000e+01,1.359360700000000000e+07
1.800000000000000000e+01,1.359112800000000000e+07
1.800000000000000000e+01,1.359447900000000000e+07
1.800000000000000000e+01,1.358186500000000000e+07
1.800000000000000000e+01,1.359659100000000000e+07
1.800000000000000000e+01,1.360378600000000000e+07
1.800000000000000000e+01,1.359452700000000000e+07
1.800000000000000000e+01,1.359778200000000000e+07
1.800000000000000000e+01,1.360470100000000000e+07
1.800000000000000000e+01,1.359752700000000000e+07
1.800000000000000000e+01,1.359318300000000000e+07
1.800000000000000000e+01,1.358355500000000000e+07
1.800000000000000000e+01,1.359291200000000000e+07
1.800000000000000000e+01,1.359350000000000000e+07
1.800000000000000000e+01,1.359267200000000000e+07
1.800000000000000000e+01,1.360661100000000000e+07
1.800000000000000000e+01,1.360254300000000000e+07
1.800000000000000000e+01,1.360457800000000000e+07
1.800000000000000000e+01,1.359499300000000000e+07
1.800000000000000000e+01,1.360220700000000000e+07
1.800000000000000000e+01,1.360863100000000000e+07
1.800000000000000000e+01,1.360101900000000000e+07
1.800000000000000000e+01,1.358916800000000000e+07
1.800000000000000000e+01,1.359055400000000000e+07
1.800000000000000000e+01,1.360522100000000000e+07
1.800000000000000000e+01,1.360304700000000000e+07
1.800000000000000000e+01,1.360705800000000000e+07
1.800000000000000000e+01,1.359209900000000000e+07
1.800000000000000000e+01,1.359524400000000000e+07
1.800000000000000000e+01,1.359602000000000000e+07
1.800000000000000000e+01,1.360632400000000000e+07
1.800000000000000000e+01,1.359578400000000000e+07
1.800000000000000000e+01,1.360502500000000000e+07
1.800000000000000000e+01,1.360714700000000000e+07
1.800000000000000000e+01,1.359295200000000000e+07
1.800000000000000000e+01,1.359322900000000000e+07
1.800000000000000000e+01,1.359771300000000000e+07
1.800000000000000000e+01,1.360458000000000000e+07
1.800000000000000000e+01,1.361756900000000000e+07
1.800000000000000000e+01,1.359899600000000000e+07
1.800000000000000000e+01,1.360380000000000000e+07
1.800000000000000000e+01,1.360742400000000000e+07
1.800000000000000000e+01,1.361391000000000000e+07
1.800000000000000000e+01,1.359238300000000000e+07
1.800000000000000000e+01,1.359756300000000000e+07
1.800000000000000000e+01,1.359910200000000000e+07
1.800000000000000000e+01,1.360065300000000000e+07
1.800000000000000000e+01,1.360509500000000000e+07
1.800000000000000000e+01,1.360307900000000000e+07
1.900000000000000000e+01,1.408179100000000000e+07
1.900000000000000000e+01,1.407065000000000000e+07
1.900000000000000000e+01,1.407002000000000000e+07
1.900000000000000000e+01,1.407878800000000000e+07
1.900000000000000000e+01,1.407296900000000000e+07
1.900000000000000000e+01,1.408502200000000000e+07
1.900000000000000000e+01,1.406521900000000000e+07
1.900000000000000000e+01,1.406472200000000000e+07
1.900000000000000000e+01,1.408598900000000000e+07
1.900000000000000000e+01,1.408503300000000000e+07
1.900000000000000000e+01,1.407189200000000000e+07
1.900000000000000000e+01,1.406992300000000000e+07
1.900000000000000000e+01,1.406173400000000000e+07
1.900000000000000000e+01,1.409972700000000000e+07
1.900000000000000000e+01,1.406614400000000000e+07
1.900000000000000000e+01,1.408029200000000000e+07
1.900000000000000000e+01,1.408194600000000000e+07
1.900000000000000000e+01,1.409619500000000000e+07
1.900000000000000000e+01,1.408017500000000000e+07
1.900000000000000000e+01,1.407520400000000000e+07
1.900000000000000000e+01,1.408067900000000000e+07
1.900000000000000000e+01,1.407276900000000000e+07
1.900000000000000000e+01,1.408392700000000000e+07
1.900000000000000000e+01,1.408395100000000000e+07
1.900000000000000000e+01,1.407346200000000000e+07
1.900000000000000000e+01,1.407310600000000000e+07
1.900000000000000000e+01,1.408248900000000000e+07
1.900000000000000000e+01,1.409019700000000000e+07
1.900000000000000000e+01,1.408575000000000000e+07
1.900000000000000000e+01,1.408174600000000000e+07
1.900000000000000000e+01,1.407894200000000000e+07
1.900000000000000000e+01,1.408910600000000000e+07
1.900000000000000000e+01,1.408738100000000000e+07
1.900000000000000000e+01,1.407322500000000000e+07
1.900000000000000000e+01,1.409891400000000000e+07
1.900000000000000000e+01,1.409287200000000000e+07
1.900000000000000000e+01,1.408913800000000000e+07
1.900000000000000000e+01,1.408865300000000000e+07
1.900000000000000000e+01,1.409577100000000000e+07
1.900000000000000000e+01,1.408005000000000000e+07
1.900000000000000000e+01,1.409085300000000000e+07
1.900000000000000000e+01,1.409047700000000000e+07
1.900000000000000000e+01,1.410241700000000000e+07
1.900000000000000000e+01,1.409553100000000000e+07
1.900000000000000000e+01,1.409533200000000000e+07
1.900000000000000000e+01,1.409015600000000000e+07
1.900000000000000000e+01,1.408150600000000000e+07
1.900000000000000000e+01,1.408329700000000000e+07
1.900000000000000000e+01,1.408943100000000000e+07
1.900000000000000000e+01,1.409610500000000000e+07
1.900000000000000000e+01,1.410441300000000000e+07
1.900000000000000000e+01,1.407232000000000000e+07
1.900000000000000000e+01,1.408681800000000000e+07
1.900000000000000000e+01,1.409488400000000000e+07
1.900000000000000000e+01,1.409357100000000000e+07
1.900000000000000000e+01,1.408902900000000000e+07
1.900000000000000000e+01,1.408089100000000000e+07
1.900000000000000000e+01,1.409995900000000000e+07
1.900000000000000000e+01,1.409502100000000000e+07
1.900000000000000000e+01,1.410377500000000000e+07
1.900000000000000000e+01,1.408185400000000000e+07
1.900000000000000000e+01,1.411044200000000000e+07
1.900000000000000000e+01,1.409101000000000000e+07
1.900000000000000000e+01,1.411210200000000000e+07
1.900000000000000000e+01,1.409420700000000000e+07
1.900000000000000000e+01,1.408995800000000000e+07
1.900000000000000000e+01,1.409378200000000000e+07
1.900000000000000000e+01,1.408790700000000000e+07
1.900000000000000000e+01,1.407836900000000000e+07
1.900000000000000000e+01,1.408715300000000000e+07
1.900000000000000000e+01,1.407498600000000000e+07
1.900000000000000000e+01,1.407679400000000000e+07
1.900000000000000000e+01,1.408338500000000000e+07
1.900000000000000000e+01,1.409988000000000000e+07
1.900000000000000000e+01,1.409643600000000000e+07
1.900000000000000000e+01,1.410077500000000000e+07
1.900000000000000000e+01,1.411181700000000000e+07
1.900000000000000000e+01,1.411676900000000000e+07
1.900000000000000000e+01,1.409528800000000000e+07
1.900000000000000000e+01,1.409486800000000000e+07
1.900000000000000000e+01,1.410270700000000000e+07
1.900000000000000000e+01,1.409701200000000000e+07
1.900000000000000000e+01,1.410102600000000000e+07
1.900000000000000000e+01,1.409885900000000000e+07
1.900000000000000000e+01,1.409170500000000000e+07
1.900000000000000000e+01,1.409578900000000000e+07
1.900000000000000000e+01,1.411014900000000000e+07
1.900000000000000000e+01,1.408937800000000000e+07
1.900000000000000000e+01,1.410311000000000000e+07
1.900000000000000000e+01,1.409467900000000000e+07
1.900000000000000000e+01,1.406881600000000000e+07
1.900000000000000000e+01,1.409992400000000000e+07
1.900000000000000000e+01,1.410742700000000000e+07
1.900000000000000000e+01,1.408414000000000000e+07
1.900000000000000000e+01,1.410724800000000000e+07
1.900000000000000000e+01,1.410923100000000000e+07
1.900000000000000000e+01,1.409553900000000000e+07
1.900000000000000000e+01,1.410972500000000000e+07
1.900000000000000000e+01,1.409903100000000000e+07
1.900000000000000000e+01,1.410044900000000000e+07
2.000000000000000000e+01,1.337930800000000000e+07
2.000000000000000000e+01,1.336551000000000000e+07
2.000000000000000000e+01,1.337825100000000000e+07
2.000000000000000000e+01,1.336366800000000000e+07
2.000000000000000000e+01,1.337067400000000000e+07
2.000000000000000000e+01,1.336376100000000000e+07
2.000000000000000000e+01,1.340639000000000000e+07
2.000000000000000000e+01,1.336518900000000000e+07
2.000000000000000000e+01,1.337633400000000000e+07
2.000000000000000000e+01,1.336982200000000000e+07
2.000000000000000000e+01,1.337478800000000000e+07
2.000000000000000000e+01,1.337783100000000000e+07
2.000000000000000000e+01,1.341107300000000000e+07
2.000000000000000000e+01,1.339827400000000000e+07
2.000000000000000000e+01,1.339629100000000000e+07
2.000000000000000000e+01,1.330448200000000000e+07
2.000000000000000000e+01,1.339095300000000000e+07
2.000000000000000000e+01,1.339193000000000000e+07
2.000000000000000000e+01,1.329631500000000000e+07
2.000000000000000000e+01,1.337631200000000000e+07
2.000000000000000000e+01,1.340327200000000000e+07
2.000000000000000000e+01,1.340484600000000000e+07
2.000000000000000000e+01,1.335659800000000000e+07
2.000000000000000000e+01,1.336147700000000000e+07
2.000000000000000000e+01,1.333763600000000000e+07
2.000000000000000000e+01,1.324713300000000000e+07
2.000000000000000000e+01,1.339236300000000000e+07
2.000000000000000000e+01,1.325908700000000000e+07
2.000000000000000000e+01,1.337982000000000000e+07
2.000000000000000000e+01,1.337239500000000000e+07
2.000000000000000000e+01,1.340424000000000000e+07
2.000000000000000000e+01,1.338802700000000000e+07
2.000000000000000000e+01,1.338984100000000000e+07
2.000000000000000000e+01,1.333256600000000000e+07
2.000000000000000000e+01,1.338314500000000000e+07
2.000000000000000000e+01,1.332038800000000000e+07
2.000000000000000000e+01,1.341546000000000000e+07
2.000000000000000000e+01,1.333703300000000000e+07
2.000000000000000000e+01,1.341619300000000000e+07
2.000000000000000000e+01,1.327196900000000000e+07
2.000000000000000000e+01,1.338677600000000000e+07
2.000000000000000000e+01,1.332730400000000000e+07
2.000000000000000000e+01,1.339108400000000000e+07
2.000000000000000000e+01,1.345445400000000000e+07
2.000000000000000000e+01,1.328316500000000000e+07
2.000000000000000000e+01,1.338332300000000000e+07
2.000000000000000000e+01,1.341963400000000000e+07
2.000000000000000000e+01,1.338017500000000000e+07
2.000000000000000000e+01,1.341461600000000000e+07
2.000000000000000000e+01,1.333458300000000000e+07
2.000000000000000000e+01,1.338664400000000000e+07
2.000000000000000000e+01,1.340962900000000000e+07
2.000000000000000000e+01,1.335405300000000000e+07
2.000000000000000000e+01,1.338732300000000000e+07
2.000000000000000000e+01,1.336863700000000000e+07
2.000000000000000000e+01,1.340604800000000000e+07
2.000000000000000000e+01,1.342662000000000000e+07
2.000000000000000000e+01,1.337350900000000000e+07
2.000000000000000000e+01,1.339573600000000000e+07
2.000000000000000000e+01,1.338926300000000000e+07
2.000000000000000000e+01,1.337207000000000000e+07
2.000000000000000000e+01,1.338031400000000000e+07
2.000000000000000000e+01,1.339050700000000000e+07
2.000000000000000000e+01,1.340298900000000000e+07
2.000000000000000000e+01,1.340609900000000000e+07
2.000000000000000000e+01,1.340179000000000000e+07
2.000000000000000000e+01,1.334913400000000000e+07
2.000000000000000000e+01,1.345671300000000000e+07
2.000000000000000000e+01,1.339832000000000000e+07
2.000000000000000000e+01,1.345396400000000000e+07
2.000000000000000000e+01,1.344088900000000000e+07
2.000000000000000000e+01,1.340961400000000000e+07
2.000000000000000000e+01,1.341485100000000000e+07
2.000000000000000000e+01,1.338811400000000000e+07
2.000000000000000000e+01,1.337523600000000000e+07
2.000000000000000000e+01,1.339374000000000000e+07
2.000000000000000000e+01,1.339435300000000000e+07
2.000000000000000000e+01,1.338499800000000000e+07
2.000000000000000000e+01,1.339384900000000000e+07
2.000000000000000000e+01,1.349152300000000000e+07
2.000000000000000000e+01,1.345378200000000000e+07
2.000000000000000000e+01,1.345113000000000000e+07
2.000000000000000000e+01,1.332868300000000000e+07
2.000000000000000000e+01,1.341388800000000000e+07
2.000000000000000000e+01,1.339734800000000000e+07
2.000000000000000000e+01,1.337836800000000000e+07
2.000000000000000000e+01,1.339226700000000000e+07
2.000000000000000000e+01,1.341806500000000000e+07
2.000000000000000000e+01,1.339288800000000000e+07
2.000000000000000000e+01,1.339491400000000000e+07
2.000000000000000000e+01,1.341146800000000000e+07
2.000000000000000000e+01,1.346606900000000000e+07
2.000000000000000000e+01,1.339655500000000000e+07
2.000000000000000000e+01,1.335750800000000000e+07
2.000000000000000000e+01,1.351409400000000000e+07
2.000000000000000000e+01,1.332144800000000000e+07
2.000000000000000000e+01,1.342516300000000000e+07
2.000000000000000000e+01,1.337119200000000000e+07
2.000000000000000000e+01,1.324645100000000000e+07
2.000000000000000000e+01,1.338717200000000000e+07
