0,8555752,1
0,8554126,1
0,8555440,1
0,8556031,1
0,8554120,1
0,8553631,1
0,8555522,1
0,8552673,1
0,8554470,1
0,8552419,1
0,8554175,1
0,8556015,1
0,8552700,1
0,8554256,1
0,8554928,1
0,8553162,1
0,8553379,1
0,8556517,1
0,8554646,1
0,8554887,1
0,8554805,1
0,8554634,1
0,8554226,1
0,8554413,1
0,8552733,1
0,8556408,1
0,8553032,1
0,8554053,1
0,8555130,1
0,8552910,1
0,8552144,1
0,8552078,1
0,8556144,1
0,8554189,1
0,8555570,1
0,8554108,1
0,8553112,1
0,8554092,1
0,8556363,1
0,8554862,1
0,8554884,1
0,8555902,1
0,8555922,1
0,8554402,1
0,8555423,1
0,8553382,1
0,8554948,1
0,8553027,1
0,8553583,1
0,8551624,1
0,8555541,1
0,8554381,1
0,8555415,1
0,8553285,1
0,8552662,1
0,8553362,1
0,8556078,1
0,8554791,1
0,8552151,1
0,8557002,1
0,8552749,1
0,8553116,1
0,8553018,1
0,8554434,1
0,8555512,1
0,8555451,1
0,8553877,1
0,8553429,1
0,8553078,1
0,8556197,1
0,8555454,1
0,8553813,1
0,8551626,1
0,8550715,1
0,8554914,1
0,8552563,1
0,8553784,1
0,8552517,1
0,8553736,1
0,8554296,1
0,8553294,1
0,8553043,1
0,8555263,1
0,8554855,1
0,8556508,1
0,8553418,1
0,8553673,1
0,8554758,1
0,8555405,1
0,8555297,1
0,8553922,1
0,8553999,1
0,8551480,1
0,8553542,1
0,8552349,1
0,8554400,1
0,8553006,1
0,8554304,1
0,8555398,1
0,8552513,1
0,8555444,1
0,8552037,1
0,8555472,1
0,8556012,1
0,8555045,1
0,8552708,1
0,8554388,1
0,8556154,1
0,8554528,1
0,8551578,1
0,8555387,1
0,8555401,1
0,8555829,1
0,8554042,1
0,8553631,1
0,8553927,1
20.0,8555637,2.0
20.0,8553172,2.0
20.0,8555019,2.0
20.0,8554444,2.0
20.0,8552889,2.0
20.0,8554828,2.0
20.0,8555000,2.0
20.0,8554115,2.0
20.0,8554433,2.0
20.0,8553832,2.0
20.0,8552683,2.0
20.0,8554064,2.0
20.0,8554660,2.0
20.0,8554048,2.0
20.0,8554232,2.0
20.0,8554394,2.0
20.0,8553751,2.0
20.0,8553366,2.0
20.0,8553403,2.0
20.0,8554133,2.0
20.0,8555649,2.0
20.0,8554262,2.0
20.0,8553101,2.0
20.0,8552471,2.0
20.0,8553794,2.0
20.0,8554285,2.0
20.0,8553786,2.0
20.0,8553645,2.0
20.0,8554770,2.0
20.0,8553961,2.0
20.0,8552571,2.0
20.0,8554329,2.0
20.0,8555582,2.0
20.0,8554582,2.0
20.0,8554157,2.0
20.0,8555411,2.0
20.0,8554310,2.0
20.0,8555540,2.0
20.0,8554201,2.0
20.0,8554945,2.0
20.0,8553731,2.0
20.0,8556370,2.0
20.0,8553041,2.0
20.0,8554048,2.0
20.0,8552707,2.0
20.0,8556174,2.0
20.0,8554605,2.0
20.0,8554757,2.0
20.0,8553860,2.0
20.0,8554192,2.0
20.0,8555323,2.0
20.0,8554484,2.0
20.0,8554450,2.0
20.0,8553927,2.0
20.0,8555850,2.0
20.0,8551735,2.0
20.0,8554351,2.0
20.0,8553709,2.0
20.0,8553794,2.0
20.0,8553480,2.0
20.0,8553624,2.0
20.0,8554853,2.0
20.0,8554899,2.0
20.0,8555817,2.0
20.0,8553910,2.0
20.0,8553965,2.0
20.0,8556128,2.0
20.0,8555236,2.0
20.0,8554977,2.0
20.0,8553468,2.0
20.0,8554256,2.0
20.0,8553348,2.0
20.0,8554748,2.0
20.0,8554507,2.0
20.0,8551759,2.0
20.0,8553102,2.0
20.0,8552402,2.0
20.0,8552441,2.0
20.0,8552689,2.0
20.0,8554728,2.0
20.0,8555310,2.0
20.0,8553483,2.0
20.0,8555054,2.0
20.0,8554329,2.0
20.0,8554852,2.0
20.0,8552336,2.0
20.0,8555740,2.0
20.0,8554254,2.0
20.0,8555238,2.0
20.0,8553048,2.0
20.0,8554924,2.0
20.0,8554674,2.0
20.0,8554717,2.0
20.0,8553182,2.0
20.0,8552666,2.0
20.0,8554696,2.0
20.0,8552414,2.0
20.0,8555343,2.0
20.0,8553094,2.0
20.0,8556085,2.0
20.0,8555104,2.0
20.0,8555238,2.0
20.0,8554104,2.0
20.0,8553426,2.0
20.0,8553939,2.0
20.0,8556602,2.0
20.0,8553693,2.0
20.0,8553338,2.0
20.0,8553799,2.0
20.0,8554199,2.0
20.0,8554374,2.0
20.0,8554229,2.0
20.0,8553521,2.0
20.0,8552475,2.0
20.0,8552230,2.0
20.0,8552819,2.0
20.0,8552761,2.0
20.0,8553510,2.0
40.0,8554571,3.0
40.0,8553227,3.0
40.0,8554619,3.0
40.0,8551708,3.0
40.0,8554184,3.0
40.0,8553128,3.0
40.0,8555262,3.0
40.0,8552333,3.0
40.0,8556042,3.0
40.0,8552479,3.0
