0.0,5422104.0,1.0,7.72751171875
0.0,5422160.0,1.0,7.7275390625
0.0,5425997.0,1.0,7.72941259765625
0.0,5420061.0,1.0,7.72651416015625
0.0,5424936.0,1.0,7.72889453125
0.0,5422736.0,1.0,7.7278203125000005
0.0,5422744.0,1.0,7.7278242187499995
0.0,5426371.0,1.0,7.72959521484375
0.0,5420879.0,1.0,7.7269135742187505
0.0,5425174.0,1.0,7.7290107421875
0.0,5425065.0,1.0,7.72895751953125
0.0,5425743.0,1.0,7.72928857421875
0.0,5424964.0,1.0,7.728908203125
0.0,5421632.0,1.0,7.727281250000001
0.0,5425009.0,1.0,7.72893017578125
0.0,5423045.0,1.0,7.72797119140625
0.0,5424258.0,1.0,7.7285634765625
0.0,5425555.0,1.0,7.72919677734375
0.0,5422473.0,1.0,7.72769189453125
0.0,5424604.0,1.0,7.728732421875
0.0,5423355.0,1.0,7.72812255859375
0.0,5425326.0,1.0,7.7290849609375005
0.0,5422910.0,1.0,7.7279052734375
0.0,5422678.0,1.0,7.7277919921875
0.0,5424860.0,1.0,7.728857421875
0.0,5423628.0,1.0,7.728255859375
0.0,5425343.0,1.0,7.72909326171875
0.0,5422823.0,1.0,7.72786279296875
0.0,5426031.0,1.0,7.72942919921875
0.0,5423930.0,1.0,7.7284033203125
0.0,5423625.0,1.0,7.72825439453125
0.0,5424430.0,1.0,7.7286474609375
0.0,5423744.0,1.0,7.7283124999999995
0.0,5425365.0,1.0,7.72910400390625
0.0,5422386.0,1.0,7.7276494140625
0.0,5423555.0,1.0,7.72822021484375
0.0,5424005.0,1.0,7.728439941406251
0.0,5423737.0,1.0,7.7283090820312506
0.0,5425520.0,1.0,7.7291796875
0.0,5423357.0,1.0,7.72812353515625
0.0,5423613.0,1.0,7.728248535156251
0.0,5425148.0,1.0,7.728998046875001
0.0,5423279.0,1.0,7.72808544921875
0.0,5421818.0,1.0,7.7273720703125
0.0,5423202.0,1.0,7.728047851562501
0.0,5424778.0,1.0,7.7288173828125
0.0,5422781.0,1.0,7.72784228515625
0.0,5425693.0,1.0,7.72926416015625
0.0,5422940.0,1.0,7.727919921875
0.0,5423994.0,1.0,7.7284345703124995
0.0,5424825.0,1.0,7.72884033203125
0.0,5424126.0,1.0,7.7284990234375
0.0,5424777.0,1.0,7.72881689453125
0.0,5424523.0,1.0,7.728692871093751
0.0,5424534.0,1.0,7.7286982421875
0.0,5423414.0,1.0,7.7281513671875
0.0,5423777.0,1.0,7.72832861328125
0.0,5423744.0,1.0,7.7283124999999995
0.0,5424023.0,1.0,7.728448730468751
0.0,5423947.0,1.0,7.72841162109375
0.0,5425289.0,1.0,7.72906689453125
0.0,5425299.0,1.0,7.72907177734375
0.0,5423888.0,1.0,7.7283828125
0.0,5424640.0,1.0,7.72875
0.0,5423966.0,1.0,7.7284208984375
