0,11447609
0,11447420
0,11448170
0,11447740
0,11448009
0,11447702
0,11448050
0,11447882
0,11447976
0,11447427
0,11448057
0,11447789
0,11448019
0,11447826
0,11447860
0,11448026
0,11447704
0,11447927
0,11447705
0,11447877
0,11447976
0,11447768
0,11447729
0,11447792
0,11447828
0,11447997
0,11447591
0,11447939
0,11447654
0,11447675
0,11447733
0,11448003
0,11447399
0,11447792
0,11447391
0,11447785
0,11447552
0,11447826
0,11447836
0,11447669
0,11447828
0,11447712
0,11447934
0,11447855
0,11447833
0,11447700
0,11447650
0,11447630
0,11447905
0,11447737
0,11447883
0,11447705
0,11447793
0,11447640
0,11447914
0,11447727
0,11447717
0,11447640
0,11447760
0,11447764
0,11447849
0,11447969
0,11447858
0,11447751
0,11447772
0,11447680
0,11447947
0,11447869
0,11447806
0,11447738
0,11447730
0,11447881
0,11447992
0,11447949
0,11447657
0,11447955
0,11447754
0,11447819
0,11447890
0,11447822
0,11447699
0,11447803
0,11447787
0,11447888
0,11447774
0,11447907
0,11447815
0,11447739
0,11447767
0,11447712
0,11447999
0,11447680
0,11447840
0,11447687
0,11447828
0,11447771
0,11447846
0,11447640
0,11447892
0,11447761
0,11447853
0,11447755
0,11447810
0,11447784
0,11447713
0,11447850
0,11447873
0,11447916
0,11447741
0,11447704
0,11447795
0,11447795
0,11447830
0,11447718
0,11447639
0,11447755
0,11447746
0,11447837
0,11447803
0,11447855
0,11447810
0,11447737
10.0,11342212
10.0,11342255
10.0,11342252
10.0,11342233
10.0,11342300
10.0,11341965
10.0,11342177
10.0,11342142
10.0,11342237
10.0,11342217
10.0,11341972
10.0,11342352
10.0,11342012
10.0,11342296
10.0,11342164
10.0,11342255
10.0,11342248
10.0,11341979
10.0,11342250
10.0,11342166
10.0,11342225
10.0,11342081
10.0,11342294
10.0,11342257
10.0,11342222
10.0,11342201
10.0,11342130
10.0,11342007
10.0,11342128
10.0,11342119
10.0,11342048
10.0,11342267
10.0,11342096
10.0,11342259
10.0,11342061
10.0,11342201
10.0,11342361
10.0,11342187
10.0,11342273
10.0,11342110
10.0,11342160
10.0,11342399
10.0,11342156
10.0,11342254
10.0,11342019
10.0,11342189
10.0,11342050
10.0,11342222
10.0,11342068
10.0,11342182
10.0,11341984
10.0,11342075
10.0,11342088
10.0,11342295
10.0,11342218
10.0,11342125
10.0,11342385
10.0,11342111
10.0,11342273
10.0,11341877
10.0,11342255
10.0,11342206
10.0,11342231
10.0,11342190
10.0,11342239
10.0,11342310
10.0,11342138
10.0,11342099
10.0,11342288
10.0,11342076
10.0,11342122
10.0,11342139
10.0,11342255
10.0,11342064
10.0,11342004
10.0,11342188
10.0,11342165
10.0,11342139
10.0,11342268
10.0,11342119
10.0,11342192
10.0,11342114
10.0,11342178
10.0,11342172
10.0,11342112
10.0,11342233
10.0,11342200
10.0,11342191
10.0,11342195
10.0,11342227
10.0,11342180
10.0,11342214
10.0,11342180
10.0,11342138
10.0,11342256
10.0,11342222
10.0,11342105
10.0,11342129
10.0,11342164
10.0,11342128
10.0,11342175
10.0,11342053
10.0,11342226
10.0,11342087
10.0,11342242
10.0,11342121
10.0,11342221
10.0,11342140
10.0,11342242
10.0,11342161
10.0,11342157
10.0,11342243
10.0,11342271
10.0,11342252
10.0,11342182
10.0,11342206
20.0,11245304
20.0,11245054
20.0,11245124
20.0,11245098
20.0,11245252
20.0,11245425
20.0,11245388
20.0,11245215
20.0,11245338
20.0,11245208
20.0,11245482
20.0,11245242
20.0,11245548
20.0,11245083
20.0,11245385
20.0,11245172
20.0,11245318
20.0,11245309
20.0,11245277
20.0,11245329
20.0,11245237
20.0,11245240
20.0,11245459
20.0,11245345
20.0,11245318
20.0,11245189
20.0,11245197
20.0,11245266
20.0,11245428
20.0,11245535
20.0,11245404
20.0,11245235
20.0,11245170
20.0,11245285
20.0,11245287
20.0,11245415
20.0,11245186
20.0,11245455
20.0,11245222
20.0,11245480
20.0,11245172
20.0,11245315
20.0,11245370
20.0,11245264
20.0,11245383
20.0,11245467
20.0,11245414
20.0,11245319
20.0,11245376
20.0,11245216
20.0,11245243
20.0,11245473
20.0,11245528
20.0,11245418
20.0,11245525
20.0,11245403
20.0,11245525
20.0,11245354
20.0,11245552
20.0,11245397
20.0,11245430
20.0,11245434
20.0,11245535
20.0,11245403
20.0,11245448
20.0,11245394
20.0,11245402
20.0,11245468
20.0,11245582
20.0,11245626
20.0,11245503
20.0,11245495
20.0,11245413
20.0,11245606
20.0,11245330
20.0,11245611
20.0,11245358
20.0,11245554
20.0,11245416
20.0,11245513
20.0,11245497
20.0,11245511
20.0,11245371
20.0,11245547
20.0,11245453
20.0,11245686
20.0,11245395
20.0,11245572
20.0,11245546
20.0,11245455
20.0,11245591
20.0,11245520
20.0,11245494
20.0,11245456
20.0,11245344
20.0,11245413
20.0,11245414
20.0,11245607
20.0,11245427
20.0,11245402
20.0,11245426
20.0,11245345
20.0,11245547
20.0,11245482
20.0,11245478
20.0,11245546
20.0,11245583
20.0,11245546
20.0,11245540
20.0,11245637
20.0,11245649
20.0,11245462
20.0,11245728
20.0,11245513
20.0,11245379
20.0,11245551
20.0,11245535
20.0,11245521
20.0,11245478
20.0,11245468
20.0,11245441
20.0,11245514
20.0,11245596
20.0,11245493
20.0,11245484
20.0,11245528
20.0,11245459
20.0,11245556
20.0,11245513
20.0,11245494
20.0,11245423
20.0,11245583
20.0,11245490
20.0,11245609
20.0,11245423
20.0,11245500
20.0,11245502
20.0,11245459
20.0,11245494
20.0,11245462
20.0,11245430
20.0,11245464
20.0,11245623
20.0,11245561
20.0,11245534
20.0,11245388
20.0,11245461
20.0,11245528
20.0,11245549
20.0,11245402
20.0,11245421
20.0,11245585
20.0,11245467
20.0,11245489
20.0,11245462
20.0,11245529
20.0,11245445
20.0,11245343
20.0,11245340
20.0,11245464
20.0,11245488
20.0,11245531
20.0,11245384
20.0,11245401
20.0,11245541
20.0,11245490
20.0,11245513
30.0,11154095
30.0,11154249
30.0,11154347
30.0,11154101
30.0,11154556
30.0,11153985
30.0,11154435
30.0,11153878
30.0,11154147
30.0,11154162
30.0,11154070
30.0,11154586
30.0,11153944
30.0,11154246
30.0,11154076
30.0,11154196
30.0,11154409
30.0,11154146
30.0,11154263
30.0,11154392
30.0,11154219
30.0,11154408
30.0,11154227
30.0,11154538
30.0,11154166
30.0,11154030
30.0,11154145
30.0,11154192
30.0,11154112
30.0,11154245
30.0,11154123
30.0,11154190
30.0,11154115
30.0,11154453
30.0,11154188
30.0,11154305
30.0,11154298
30.0,11154051
30.0,11154291
30.0,11154290
30.0,11154546
30.0,11154189
30.0,11154223
30.0,11154309
30.0,11154189
30.0,11154299
30.0,11154277
30.0,11154208
30.0,11154352
30.0,11154196
30.0,11154432
30.0,11154253
30.0,11154268
30.0,11154312
30.0,11154239
30.0,11154376
30.0,11154192
30.0,11154342
