0,6151147,1
0,6151356,1
0,6150309,1
0,6151247,1
0,6150427,1
0,6150882,1
0,6150378,1
0,6150794,1
0,6150912,1
0,6150724,1
0,6151144,1
0,6150384,1
0,6150968,1
0,6150508,1
0,6150777,1
0,6150874,1
0,6150480,1
0,6151185,1
0,6150649,1
0,6150860,1
0,6150803,1
0,6150815,1
0,6151039,1
0,6150877,1
0,6151109,1
0,6150818,1
0,6150719,1
0,6151041,1
0,6150782,1
0,6150895,1
0,6150773,1
0,6150923,1
0,6150886,1
0,6150730,1
0,6151000,1
0,6150860,1
0,6150965,1
0,6150932,1
0,6150983,1
0,6150989,1
0,6150811,1
0,6151209,1
0,6150696,1
0,6150880,1
0,6150682,1
0,6150775,1
0,6151235,1
0,6150781,1
0,6151218,1
0,6151206,1
0,6151333,1
0,6151263,1
0,6150629,1
0,6151429,1
0,6151161,1
0,6151264,1
0,6151245,1
0,6150775,1
0,6151317,1
0,6150783,1
0,6151176,1
0,6150832,1
0,6150934,1
0,6151205,1
0,6151039,1
0,6151029,1
0,6151159,1
0,6150999,1
0,6151307,1
0,6150916,1
0,6151241,1
0,6151095,1
0,6151109,1
0,6151181,1
0,6150801,1
0,6151247,1
0,6151047,1
0,6151255,1
0,6151325,1
0,6151189,1
0,6151561,1
0,6151298,1
0,6151305,1
0,6151341,1
0,6151374,1
0,6151342,1
0,6151355,1
0,6151401,1
0,6151202,1
0,6151310,1
0,6151315,1
0,6151504,1
0,6151135,1
0,6151521,1
0,6151108,1
0,6151355,1
0,6151346,1
0,6151172,1
0,6151296,1
0,6151282,1
0,6151722,1
0,6151198,1
0,6151618,1
0,6151432,1
0,6151629,1
0,6151521,1
0,6151052,1
0,6151700,1
20.0,6147366,2.0
20.0,6147296,2.0
20.0,6147332,2.0
20.0,6147513,2.0
20.0,6147274,2.0
20.0,6147311,2.0
20.0,6147616,2.0
20.0,6147407,2.0
20.0,6147313,2.0
20.0,6147495,2.0
20.0,6147343,2.0
20.0,6147416,2.0
20.0,6147479,2.0
20.0,6147518,2.0
20.0,6147505,2.0
20.0,6147503,2.0
20.0,6147529,2.0
20.0,6147551,2.0
20.0,6147828,2.0
20.0,6147593,2.0
20.0,6147412,2.0
20.0,6147648,2.0
20.0,6147448,2.0
20.0,6147694,2.0
20.0,6147479,2.0
20.0,6147521,2.0
20.0,6147753,2.0
20.0,6147673,2.0
20.0,6147608,2.0
20.0,6147854,2.0
20.0,6147591,2.0
20.0,6147738,2.0
20.0,6147546,2.0
20.0,6147916,2.0
20.0,6147700,2.0
20.0,6148085,2.0
20.0,6147644,2.0
20.0,6147620,2.0
20.0,6147481,2.0
20.0,6147944,2.0
20.0,6147741,2.0
20.0,6147921,2.0
20.0,6147770,2.0
20.0,6147660,2.0
20.0,6147946,2.0
20.0,6147733,2.0
20.0,6147676,2.0
20.0,6147517,2.0
20.0,6148070,2.0
20.0,6147749,2.0
20.0,6148133,2.0
20.0,6147979,2.0
20.0,6147428,2.0
20.0,6148127,2.0
20.0,6147379,2.0
20.0,6147746,2.0
20.0,6147654,2.0
20.0,6147653,2.0
20.0,6147913,2.0
20.0,6147431,2.0
20.0,6148040,2.0
20.0,6147818,2.0
20.0,6148002,2.0
20.0,6148035,2.0
20.0,6147761,2.0
20.0,6148144,2.0
20.0,6147822,2.0
20.0,6148080,2.0
20.0,6148020,2.0
20.0,6147836,2.0
20.0,6148050,2.0
20.0,6147835,2.0
20.0,6147954,2.0
20.0,6147879,2.0
20.0,6148076,2.0
20.0,6147916,2.0
20.0,6147941,2.0
20.0,6148036,2.0
20.0,6147905,2.0
20.0,6148253,2.0
20.0,6148078,2.0
20.0,6147745,2.0
20.0,6148074,2.0
20.0,6148190,2.0
20.0,6148036,2.0
20.0,6148196,2.0
20.0,6148187,2.0
20.0,6148182,2.0
20.0,6148263,2.0
20.0,6147797,2.0
20.0,6148766,2.0
20.0,6147853,2.0
20.0,6147399,2.0
20.0,6148825,2.0
20.0,6147271,2.0
20.0,6148338,2.0
20.0,6147641,2.0
20.0,6147686,2.0
20.0,6148809,2.0
20.0,6147689,2.0
20.0,6148099,2.0
20.0,6148383,2.0
20.0,6148204,2.0
20.0,6148548,2.0
20.0,6147977,2.0
20.0,6148289,2.0
20.0,6148117,2.0
20.0,6147861,2.0
20.0,6148330,2.0
20.0,6147770,2.0
20.0,6148126,2.0
20.0,6147981,2.0
20.0,6148174,2.0
20.0,6148064,2.0
20.0,6148065,2.0
20.0,6148168,2.0
20.0,6148222,2.0
20.0,6147954,2.0
20.0,6148298,2.0
20.0,6148147,2.0
20.0,6148351,2.0
20.0,6148230,2.0
20.0,6148159,2.0
20.0,6148401,2.0
20.0,6148277,2.0
20.0,6148438,2.0
20.0,6148307,2.0
20.0,6148224,2.0
20.0,6148330,2.0
20.0,6148202,2.0
20.0,6148398,2.0
20.0,6148199,2.0
20.0,6148340,2.0
20.0,6148379,2.0
20.0,6148432,2.0
20.0,6148425,2.0
20.0,6148171,2.0
20.0,6148526,2.0
20.0,6148839,2.0
20.0,6148171,2.0
20.0,6148719,2.0
20.0,6148335,2.0
20.0,6148253,2.0
20.0,6148410,2.0
20.0,6148380,2.0
20.0,6148371,2.0
20.0,6148291,2.0
20.0,6148190,2.0
20.0,6148376,2.0
20.0,6148381,2.0
40.0,6145963,3.0
40.0,6146497,3.0
40.0,6146063,3.0
40.0,6146337,3.0
40.0,6146142,3.0
40.0,6145994,3.0
40.0,6146334,3.0
40.0,6145925,3.0
40.0,6146150,3.0
40.0,6146009,3.0
40.0,6146284,3.0
40.0,6146064,3.0
